City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
227,Umm Lajj,SA,2021-04-18 15:51:09,25.0213,37.2685,81.27,63,0,5.57,clear sky
228,Tessalit,ML,2021-04-18 15:51:10,20.1986,1.0114,99.52,8,3,13.67,clear sky
229,Skowhegan,US,2021-04-18 15:51:00,44.7651,-69.7192,48.0,61,90,6.91,overcast clouds
230,Yamada,JP,2021-04-18 15:51:10,39.4667,141.95,47.97,83,100,8.52,overcast clouds
231,Sarny,UA,2021-04-18 15:51:11,51.338,26.6019,53.65,79,77,8.95,broken clouds
232,Sandakan,MY,2021-04-18 15:51:11,5.8402,118.1179,78.8,89,20,5.79,few clouds
233,Port Alfred,ZA,2021-04-18 15:47:19,-33.5906,26.891,73.74,63,0,7.18,clear sky
234,Carnarvon,AU,2021-04-18 15:46:43,-24.8667,113.6333,76.26,68,0,18.07,clear sky
235,Visby,SE,2021-04-18 15:51:11,57.6409,18.296,55.4,41,0,12.66,clear sky
236,Katangli,RU,2021-04-18 15:51:12,51.7102,143.2326,30.97,98,100,14.23,overcast clouds
237,Surovikino,RU,2021-04-18 15:51:12,48.6078,42.8486,53.92,69,100,7.47,overcast clouds
238,Sault Sainte Marie,CA,2021-04-18 15:51:12,46.5168,-84.3333,50.0,37,1,9.22,clear sky
239,Santa Maria,BR,2021-04-18 15:51:12,-29.6842,-53.8069,77.0,65,75,12.66,broken clouds
240,Hofn,IS,2021-04-18 15:51:13,64.2539,-15.2082,42.8,61,40,27.63,scattered clouds
241,Paita,PE,2021-04-18 15:51:13,-5.0892,-81.1144,87.8,55,0,3.44,clear sky
242,Namibe,AO,2021-04-18 15:51:13,-15.1961,12.1522,83.62,66,20,13.24,few clouds
243,Batemans Bay,AU,2021-04-18 15:51:14,-35.7167,150.1833,55.99,83,56,1.99,broken clouds
244,Georgetown,MY,2021-04-18 15:51:14,5.4112,100.3354,84.2,79,20,4.61,few clouds
245,Tazmalt,DZ,2021-04-18 15:51:14,36.3868,4.3989,59.4,37,86,7.94,overcast clouds
246,Pangai,TO,2021-04-18 15:51:15,-19.8,-174.35,77.67,67,96,8.75,overcast clouds
247,Half Moon Bay,US,2021-04-18 15:51:15,37.4636,-122.4286,61.0,81,1,3.27,clear sky
248,Coquimbo,CL,2021-04-18 15:51:15,-29.9533,-71.3436,57.2,88,90,2.3,overcast clouds
249,Kijang,KR,2021-04-18 15:51:16,35.2442,129.2139,51.8,54,0,2.3,clear sky
250,Isangel,VU,2021-04-18 15:51:16,-19.55,169.2667,77.32,86,31,8.25,heavy intensity rain
251,Ilulissat,GL,2021-04-18 15:51:16,69.2167,-51.1,8.6,56,20,12.66,few clouds
252,Sisimiut,GL,2021-04-18 15:51:16,66.9395,-53.6735,18.55,61,100,14.23,overcast clouds
253,Isla Del Bosque,MX,2021-04-18 15:51:17,22.7333,-105.85,75.2,69,1,5.1,clear sky
254,Halifax,CA,2021-04-18 15:50:01,44.6453,-63.5724,42.8,81,100,8.05,overcast clouds
255,Paamiut,GL,2021-04-18 15:51:17,61.994,-49.6678,25.81,38,99,5.26,overcast clouds
256,Lebu,CL,2021-04-18 15:51:17,-37.6167,-73.65,62.17,66,78,11.32,broken clouds
257,Guiratinga,BR,2021-04-18 15:51:17,-16.3494,-53.7583,88.39,44,3,4.43,clear sky
258,Boa Vista,BR,2021-04-18 15:49:38,2.8197,-60.6733,87.8,48,40,14.97,scattered clouds
259,Jacareacanga,BR,2021-04-18 15:51:18,-6.2222,-57.7528,74.7,95,100,2.57,overcast clouds
260,Macapa,BR,2021-04-18 15:51:18,0.0389,-51.0664,80.6,89,90,6.91,moderate rain
261,Pospelikha,RU,2021-04-18 15:51:18,51.95,81.7667,51.76,51,10,18.07,clear sky
262,Kyren,RU,2021-04-18 15:51:19,51.6828,102.1408,30.76,66,26,2.04,scattered clouds
263,Namtsy,RU,2021-04-18 15:51:19,62.7161,129.6658,23.0,46,0,6.71,clear sky
264,Bathsheba,BB,2021-04-18 15:51:19,13.2167,-59.5167,86.0,51,40,23.02,scattered clouds
265,Pochutla,MX,2021-04-18 15:51:20,15.7432,-96.4661,86.0,65,1,5.28,clear sky
266,Ancud,CL,2021-04-18 15:51:20,-41.8697,-73.8203,51.8,100,75,9.22,moderate rain
267,Esperanza,DO,2021-04-18 15:51:20,19.5847,-70.9849,84.2,70,40,11.5,scattered clouds
268,Bonavista,CA,2021-04-18 15:51:20,48.6499,-53.1147,37.4,100,100,4.61,moderate rain
269,Byron Bay,AU,2021-04-18 15:51:21,-28.65,153.6167,59.0,88,57,9.22,broken clouds
270,Zhigansk,RU,2021-04-18 15:51:21,66.7697,123.3711,3.87,99,100,2.98,overcast clouds
271,Bati,ET,2021-04-18 15:51:21,11.1833,40.0167,73.67,31,62,6.55,broken clouds
272,Ponta Do Sol,PT,2021-04-18 15:51:22,32.6667,-17.1,68.0,73,20,6.91,few clouds
273,Yulara,AU,2021-04-18 15:51:22,-25.2406,130.9889,60.8,41,0,8.05,clear sky
274,Marawi,PH,2021-04-18 15:51:23,7.9986,124.2928,75.0,87,100,5.99,light rain
275,Evensk,RU,2021-04-18 15:51:23,61.95,159.2333,28.89,97,100,3.36,light snow
276,Kokkola,FI,2021-04-18 15:51:23,63.8385,23.1307,57.2,33,0,8.05,clear sky
277,Rantauprapat,ID,2021-04-18 15:51:24,2.1,99.8333,73.33,97,94,2.75,overcast clouds
278,Sakakah,SA,2021-04-18 15:51:24,29.9697,40.2064,91.4,11,0,2.57,clear sky
279,Chapais,CA,2021-04-18 15:47:46,49.7834,-74.8492,44.6,61,20,3.44,few clouds
280,Narsaq,GL,2021-04-18 15:51:24,60.9167,-46.05,30.2,27,27,6.91,scattered clouds
281,Honiara,SB,2021-04-18 15:51:24,-9.4333,159.95,77.45,88,66,3.62,broken clouds
282,Srednekolymsk,RU,2021-04-18 15:51:25,67.45,153.6833,15.53,87,91,15.26,overcast clouds
283,Sapernoye,RU,2021-04-18 15:51:25,60.7167,29.9505,49.28,59,1,6.76,clear sky
284,Maine-Soroa,NE,2021-04-18 15:51:25,13.2114,12.0241,104.36,4,38,12.62,scattered clouds
285,Guerrero Negro,MX,2021-04-18 15:50:06,27.9769,-114.0611,62.53,68,3,12.33,clear sky
286,Jalu,LY,2021-04-18 15:51:26,29.0331,21.5482,99.14,8,100,4.52,overcast clouds
287,Comodoro Rivadavia,AR,2021-04-18 15:50:41,-45.8667,-67.5,64.4,45,0,8.05,clear sky
288,Tazovskiy,RU,2021-04-18 15:51:26,67.4667,78.7,-11.67,96,11,9.73,few clouds
289,Velka Nad Velickou,CZ,2021-04-18 15:51:27,48.8826,17.5206,53.01,62,40,10.36,scattered clouds
290,Lata,PT,2021-04-18 15:51:27,40.1629,-8.3327,73.0,35,100,1.01,overcast clouds
291,Richards Bay,ZA,2021-04-18 15:51:27,-28.783,32.0377,70.88,67,0,14.52,clear sky
292,Belmonte,BR,2021-04-18 15:51:28,-15.8631,-38.8828,82.4,69,40,11.5,scattered clouds
293,Palembang,ID,2021-04-18 15:51:28,-2.9167,104.7458,74.62,92,100,3.91,overcast clouds
294,Reims,FR,2021-04-18 15:47:10,49.1667,4.0833,59.0,51,0,11.5,clear sky
295,Dong Xoai,VN,2021-04-18 15:51:28,11.5333,106.9167,75.25,89,88,4.47,overcast clouds
296,Ferrandina,IT,2021-04-18 15:51:28,40.5012,16.4547,62.6,63,0,11.5,light rain
297,Jiangyou,CN,2021-04-18 15:51:29,31.7667,104.7167,58.66,90,100,1.9,overcast clouds
298,Najran,SA,2021-04-18 15:49:13,17.4924,44.1277,84.2,17,40,6.91,scattered clouds
299,Fiumicino,IT,2021-04-18 15:51:29,41.7675,12.2291,51.8,76,75,18.41,light rain
300,Ranong,TH,2021-04-18 15:51:29,9.9658,98.6348,80.02,83,97,5.97,overcast clouds
301,Tilichiki,RU,2021-04-18 15:51:30,60.4667,166.1,17.8,91,100,0.45,overcast clouds
302,Burlatskoye,RU,2021-04-18 15:51:30,45.0564,43.635,57.67,83,96,7.56,light rain
303,Maues,BR,2021-04-18 15:51:30,-3.3836,-57.7186,80.08,90,64,3.33,broken clouds
304,Hvide Sande,DK,2021-04-18 15:51:31,56.0045,8.1294,64.99,43,10,1.99,clear sky
305,Khorramshahr,IR,2021-04-18 15:51:14,30.4397,48.1664,96.8,11,0,4.61,clear sky
306,Port Keats,AU,2021-04-18 15:51:31,-14.25,129.55,75.02,40,81,8.46,broken clouds
307,Almaznyy,RU,2021-04-18 15:51:32,48.0448,40.045,55.4,58,20,8.95,few clouds
308,Dobson,US,2021-04-18 15:51:32,36.3957,-80.7226,63.0,44,40,2.1,scattered clouds
309,Kondoa,TZ,2021-04-18 15:51:32,-4.9,35.7833,64.11,87,100,4.97,light rain
310,Ambilobe,MG,2021-04-18 15:51:32,-13.2,49.05,76.8,80,95,5.01,overcast clouds
311,Hervey Bay,AU,2021-04-18 15:51:33,-25.2986,152.8535,64.0,85,0,4.0,clear sky
312,Bondo,CD,2021-04-18 15:51:33,3.8146,23.6866,75.13,81,96,3.33,light rain
313,Abu Dhabi,AE,2021-04-18 15:47:08,24.4667,54.3667,87.8,20,0,8.05,clear sky
314,Makakilo City,US,2021-04-18 15:51:33,21.3469,-158.0858,69.8,77,1,4.61,clear sky
315,Mindelo,CV,2021-04-18 15:51:34,16.8901,-24.9804,77.0,53,20,32.21,few clouds
316,Funadhoo,MV,2021-04-18 15:51:34,6.15,73.2667,84.72,72,75,8.57,broken clouds
317,Malyye Derbety,RU,2021-04-18 15:51:34,47.9547,44.6808,55.9,78,100,5.88,light rain
318,Lebanon,US,2021-04-18 15:51:35,36.2081,-86.2911,61.0,55,20,1.19,few clouds
319,Hay River,CA,2021-04-18 15:51:35,60.8156,-115.7999,33.8,69,100,8.05,overcast clouds
320,Constitucion,CL,2021-04-18 15:51:35,-35.3333,-72.4167,64.09,61,44,4.79,scattered clouds
321,San Cristobal,VE,2021-04-18 15:51:35,7.7669,-72.225,91.4,43,40,8.05,scattered clouds
322,Banyo,CM,2021-04-18 15:51:36,6.75,11.8167,77.29,61,92,4.85,light rain
323,Christchurch,NZ,2021-04-18 15:51:36,-43.5333,172.6333,55.0,100,53,2.3,broken clouds
324,Pakokku,MM,2021-04-18 15:51:36,21.3333,95.1,91.31,35,31,11.16,scattered clouds
325,Jabbeke,BE,2021-04-18 15:51:36,51.185,3.095,54.0,71,40,9.22,scattered clouds
326,Kidal,ML,2021-04-18 15:51:37,18.4411,1.4078,103.6,7,0,7.05,clear sky
327,Huzhou,CN,2021-04-18 15:51:37,30.8703,120.0933,51.33,64,100,5.59,overcast clouds
328,Perth,AU,2021-04-18 15:50:57,-31.9333,115.8333,64.99,67,0,8.05,clear sky
329,Idil,TR,2021-04-18 15:51:37,37.3411,41.8895,68.5,48,75,7.31,broken clouds
330,Tanta,EG,2021-04-18 15:51:38,30.7885,31.0019,90.39,19,0,12.44,clear sky
331,Quang Ngai,VN,2021-04-18 15:51:38,15.1167,108.8,74.19,92,46,3.18,scattered clouds
332,Hella,NO,2021-04-18 15:51:39,67.2,14.4333,53.6,40,0,10.36,clear sky
333,Nyandoma,RU,2021-04-18 15:51:39,61.669,40.1991,37.54,51,14,5.59,few clouds
334,Faanui,PF,2021-04-18 15:51:39,-16.4833,-151.75,81.97,72,8,11.1,clear sky
335,Hokitika,NZ,2021-04-18 15:51:40,-42.7167,170.9667,51.33,89,82,4.0,broken clouds
336,Codrington,AU,2021-04-18 15:51:40,-38.2667,141.9667,53.4,91,76,8.68,broken clouds
337,Dalaba,GN,2021-04-18 15:51:40,10.7,-12.25,86.65,28,98,7.05,overcast clouds
338,Fengrun,CN,2021-04-18 15:51:41,39.8333,118.1167,59.68,23,20,5.86,few clouds
339,Parabel,RU,2021-04-18 15:51:41,58.6978,81.4825,17.67,88,100,19.37,light snow
340,Kungsbacka,SE,2021-04-18 15:51:24,57.4872,12.0761,66.0,29,0,11.5,clear sky
341,Buluang,PH,2021-04-18 15:51:41,13.3068,123.3425,76.12,92,100,17.6,moderate rain
342,Palatka,US,2021-04-18 15:49:49,29.6486,-81.6376,66.0,78,100,1.68,light rain
343,Smirnykh,RU,2021-04-18 15:51:42,49.75,142.8333,35.31,91,100,11.81,light snow
344,Effingham,US,2021-04-18 15:51:42,32.3669,-81.3332,71.6,53,40,3.31,scattered clouds
345,Khanapur,IN,2021-04-18 15:51:42,15.6333,74.5167,78.8,57,40,11.5,scattered clouds
346,Cerritos,US,2021-04-18 15:51:42,33.8583,-118.0648,73.99,82,1,5.32,clear sky
347,Hasaki,JP,2021-04-18 15:51:43,35.7333,140.8333,55.4,38,75,11.5,broken clouds
348,San Patricio,US,2021-04-18 15:51:43,28.017,-97.5169,59.0,72,90,16.11,overcast clouds
349,Thinadhoo,MV,2021-04-18 15:51:43,0.5333,72.9333,83.7,59,15,6.49,few clouds
350,Dickinson,US,2021-04-18 15:51:44,29.4608,-95.0513,60.01,58,1,14.97,clear sky
351,Leningradskiy,RU,2021-04-18 15:51:44,69.3833,178.4167,15.04,84,6,8.19,clear sky
352,Piacabucu,BR,2021-04-18 15:51:45,-10.4056,-36.4344,82.63,68,71,10.22,broken clouds
353,Khash,IR,2021-04-18 15:51:45,28.2211,61.2158,71.67,18,89,6.78,overcast clouds
354,Nara,JP,2021-04-18 15:51:45,34.6851,135.8049,48.0,90,6,1.01,clear sky
355,Zima,RU,2021-04-18 15:51:46,53.9202,102.0442,31.57,48,98,4.14,overcast clouds
356,Besikduzu,TR,2021-04-18 15:51:46,41.052,39.2284,71.6,46,75,5.75,broken clouds
357,Andenes,NO,2021-04-18 15:51:46,69.3143,16.1194,48.2,53,0,14.97,clear sky
358,Fasa,IR,2021-04-18 15:51:46,28.9383,53.6482,78.8,15,40,6.91,scattered clouds
359,Baykit,RU,2021-04-18 15:51:47,61.67,96.37,25.09,96,100,6.2,light snow
360,Troitskoye,RU,2021-04-18 15:51:47,52.9821,84.6757,43.77,71,100,14.7,overcast clouds
361,Safaga,EG,2021-04-18 15:51:47,26.7292,33.9365,87.8,40,0,3.27,clear sky
362,Manthani,IN,2021-04-18 15:51:48,18.65,79.6667,97.63,15,70,4.72,broken clouds
363,Hlotse,LS,2021-04-18 15:51:48,-28.8718,28.045,58.62,27,0,3.56,clear sky
364,Ahmadpur,IN,2021-04-18 15:51:49,18.7,76.9333,93.88,14,7,6.49,clear sky
365,Moron,AR,2021-04-18 15:50:14,-34.6534,-58.6198,73.0,79,31,5.99,scattered clouds
366,Arua,UG,2021-04-18 15:51:49,3.0201,30.9111,75.06,59,88,5.19,overcast clouds
367,Henties Bay,NA,2021-04-18 15:51:49,-22.116,14.2845,85.24,36,96,14.72,overcast clouds
368,Sao Jose Da Coroa Grande,BR,2021-04-18 15:51:50,-8.8978,-35.1478,80.69,76,98,7.07,overcast clouds
369,Kurilsk,RU,2021-04-18 15:51:50,45.2333,147.8833,38.82,97,84,11.97,broken clouds
370,Matara,LK,2021-04-18 15:51:50,5.9485,80.5353,79.68,81,93,6.29,overcast clouds
371,Cabo San Lucas,MX,2021-04-18 15:51:51,22.8909,-109.9124,78.01,38,1,3.44,clear sky
372,San Carlos,VE,2021-04-18 15:51:51,9.6612,-68.5827,92.19,35,100,7.45,overcast clouds
373,Kysyl-Syr,RU,2021-04-18 15:51:51,63.8986,122.7617,-4.07,100,85,2.89,overcast clouds
374,Barranca,PE,2021-04-18 15:51:52,-10.75,-77.7667,71.8,73,59,9.1,broken clouds
375,Hohhot,CN,2021-04-18 15:51:53,40.8106,111.6522,46.4,36,0,6.71,clear sky
376,Ivanivka,UA,2021-04-18 15:51:53,46.7208,34.553,53.53,70,46,10.47,scattered clouds
377,Belaya Gora,RU,2021-04-18 15:51:53,68.5333,146.4167,7.16,97,89,1.54,overcast clouds
378,Popondetta,PG,2021-04-18 15:51:54,-8.7537,148.2534,73.58,98,100,1.77,overcast clouds
379,Balabac,PH,2021-04-18 15:51:54,7.9868,117.0645,80.82,78,100,16.78,overcast clouds
380,Saint-Denis,FR,2021-04-18 15:51:54,48.9167,2.3333,55.99,50,90,6.91,overcast clouds
381,Goderich,CA,2021-04-18 15:49:22,43.7501,-81.7165,42.8,70,99,11.5,overcast clouds
382,Shache,CN,2021-04-18 15:51:54,38.4167,77.2406,65.41,29,100,15.28,overcast clouds
383,Dubbo,AU,2021-04-18 15:47:49,-32.25,148.6167,39.2,87,0,4.61,clear sky
384,Wolgast,DE,2021-04-18 15:51:55,54.05,13.7667,44.6,87,40,8.05,scattered clouds
385,Tautira,PF,2021-04-18 15:51:55,-17.7333,-149.15,77.0,78,20,2.3,few clouds
386,Saint Anthony,US,2021-04-18 15:51:55,45.0205,-93.218,55.99,37,1,4.61,clear sky
387,Kupang,ID,2021-04-18 15:51:56,-10.1667,123.5833,77.74,78,66,8.3,broken clouds
388,Tamandare,BR,2021-04-18 15:51:56,-8.7597,-35.1047,80.15,80,100,6.51,overcast clouds
389,Los Llanos De Aridane,ES,2021-04-18 15:51:56,28.6585,-17.9182,71.6,56,20,12.66,few clouds
390,Saint-Augustin,CA,2021-04-18 15:51:56,51.226,-58.6502,40.32,75,100,21.79,overcast clouds
391,Macheng,CN,2021-04-18 15:51:57,31.1783,115.0319,59.49,57,99,1.36,overcast clouds
392,Dhadar,IN,2021-04-18 15:51:57,28.3305,75.0632,87.3,14,48,5.06,scattered clouds
393,Grand Gaube,MU,2021-04-18 15:51:57,-20.0064,57.6608,77.0,84,100,3.0,overcast clouds
394,Alexandria,EG,2021-04-18 15:51:05,31.2156,29.9553,89.6,33,0,9.22,clear sky
395,Mwingi,KE,2021-04-18 15:51:58,-0.9344,38.0601,69.49,78,75,5.68,broken clouds
396,Sulzbach-Rosenberg,DE,2021-04-18 15:51:58,49.4983,11.7517,51.01,87,90,0.85,overcast clouds
397,Petropavlovsk-Kamchatskiy,RU,2021-04-18 15:51:58,53.0452,158.6483,33.8,93,100,6.71,overcast clouds
398,Grindavik,IS,2021-04-18 15:51:59,63.8424,-22.4338,41.0,60,20,31.07,few clouds
399,Esmeraldas,BR,2021-04-18 15:51:59,-19.7625,-44.3139,80.6,50,90,6.91,overcast clouds
400,Shihezi,CN,2021-04-18 15:51:59,44.3,86.0333,64.02,36,67,5.12,broken clouds
401,Nantucket,US,2021-04-18 15:51:59,41.2835,-70.0995,53.6,47,1,14.97,clear sky
402,Mugla,TR,2021-04-18 15:52:00,37.2303,28.3557,75.2,40,75,4.61,broken clouds
403,Altrincham,GB,2021-04-18 15:52:00,53.3875,-2.3485,60.01,38,92,4.61,overcast clouds
404,Mwinilunga,ZM,2021-04-18 15:52:00,-11.7358,24.4293,65.77,76,96,8.9,overcast clouds
405,Boddam,GB,2021-04-18 15:52:00,57.4667,-1.7833,51.01,62,100,14.97,overcast clouds
406,Alyangula,AU,2021-04-18 15:52:01,-13.8483,136.4192,75.2,94,90,8.1,overcast clouds
407,Prestea,GH,2021-04-18 15:52:01,5.4327,-2.1428,89.58,55,100,8.57,overcast clouds
408,Vao,NC,2021-04-18 15:52:01,-22.6667,167.4833,76.15,80,80,16.26,broken clouds
409,Bangolo,CI,2021-04-18 15:52:01,7.0069,-7.475,94.24,35,65,4.65,broken clouds
410,Moree,AU,2021-04-18 15:52:02,-29.4667,149.85,51.8,82,0,6.91,clear sky
411,Quimper,FR,2021-04-18 15:52:02,48.0,-4.1,57.2,54,0,9.22,clear sky
412,Sinnamary,GF,2021-04-18 15:52:02,5.3833,-52.95,82.71,66,96,11.52,overcast clouds
413,Tromso,NO,2021-04-18 15:52:03,69.6496,18.957,46.4,53,0,6.91,clear sky
414,Sao Gabriel,BR,2021-04-18 15:52:03,-30.3364,-54.32,79.0,48,37,9.6,scattered clouds
415,Myrtle Beach,US,2021-04-18 15:50:41,33.6891,-78.8867,73.99,64,20,5.75,few clouds
416,Saint-Joseph,RE,2021-04-18 15:52:04,-21.3667,55.6167,77.0,69,90,11.5,overcast clouds
417,Veraval,IN,2021-04-18 15:52:04,20.9,70.3667,81.93,73,1,13.78,clear sky
418,Riverside,US,2021-04-18 15:51:38,33.7333,-116.0508,75.99,14,1,10.36,clear sky
419,Inirida,CO,2021-04-18 15:52:04,3.8653,-67.9239,82.38,83,100,0.96,overcast clouds
420,Coahuayana,MX,2021-04-18 15:52:04,18.7333,-103.6833,75.2,35,1,3.87,clear sky
421,Lorengau,PG,2021-04-18 15:52:05,-2.0226,147.2712,80.15,81,93,7.11,overcast clouds
422,Uriu,RO,2021-04-18 15:52:05,47.2,24.05,50.0,62,90,8.05,overcast clouds
423,Chara,RU,2021-04-18 15:52:05,56.9064,118.2631,2.57,79,40,3.67,scattered clouds
424,Cardston,CA,2021-04-18 15:52:06,49.2,-113.3019,37.4,56,97,17.27,overcast clouds
425,Gari,RU,2021-04-18 15:52:06,59.4307,62.3497,25.72,47,43,5.5,scattered clouds
426,Saint-Pierre,RE,2021-04-18 15:52:06,-21.3393,55.4781,77.0,69,90,11.5,overcast clouds
427,Atakpame,TG,2021-04-18 15:52:06,7.5333,1.1333,93.83,37,77,9.4,broken clouds
428,Chegem,RU,2021-04-18 15:52:07,43.2833,43.1333,60.8,63,40,4.47,scattered clouds
429,Fethiye,TR,2021-04-18 15:52:07,36.6217,29.1164,75.2,35,75,5.75,broken clouds
430,Ilan,TW,2021-04-18 15:52:07,24.757,121.753,64.0,99,77,3.4,broken clouds
431,Waingapu,ID,2021-04-18 15:52:08,-9.6567,120.2641,76.46,84,100,7.63,overcast clouds
432,Kostrzyn,PL,2021-04-18 15:52:08,52.3985,17.2281,55.99,62,75,9.22,broken clouds
433,Praxedis Guerrero,MX,2021-04-18 15:52:08,31.3667,-106.0167,50.0,53,20,18.41,few clouds
434,Alofi,NU,2021-04-18 15:52:09,-19.0595,-169.9187,68.0,94,72,2.3,broken clouds
435,San Ignacio,BZ,2021-04-18 15:52:09,17.1561,-89.0714,82.4,78,0,1.59,clear sky
436,Huarmey,PE,2021-04-18 15:52:09,-10.0681,-78.1522,73.0,75,35,8.81,scattered clouds
437,Samarai,PG,2021-04-18 15:52:10,-10.6167,150.6667,82.47,78,97,9.62,overcast clouds
438,Kangundo,KE,2021-04-18 15:52:10,-1.2979,37.3471,75.2,50,75,12.66,light rain
439,Harper,LR,2021-04-18 15:52:10,4.375,-7.7169,85.23,68,87,9.22,overcast clouds
440,Amasya,TR,2021-04-18 15:49:29,40.6667,35.8333,69.8,46,75,11.5,broken clouds
441,Ostrovnoy,RU,2021-04-18 15:52:11,68.0531,39.5131,34.57,85,72,16.15,broken clouds
442,Acapulco,MX,2021-04-18 15:52:11,16.8634,-99.8901,80.6,69,20,3.8,few clouds
443,Pangnirtung,CA,2021-04-18 15:52:11,66.1451,-65.7125,15.64,73,63,2.35,broken clouds
444,Tra Vinh,VN,2021-04-18 15:52:11,9.9347,106.3453,78.67,82,90,3.96,overcast clouds
445,Fuerte Olimpo,PY,2021-04-18 15:52:12,-21.0415,-57.8738,90.88,37,92,2.66,overcast clouds
446,Kohima,IN,2021-04-18 15:52:12,25.6667,94.1167,59.63,77,73,3.51,broken clouds
447,Sinnai,IT,2021-04-18 15:52:13,39.3042,9.2036,52.0,87,75,14.97,light rain
448,Yelizovo,RU,2021-04-18 15:52:13,53.1873,158.3805,33.8,93,100,6.71,overcast clouds
449,Fare,PF,2021-04-18 15:52:13,-16.7,-151.0167,81.72,72,3,11.32,clear sky
450,Taltal,CL,2021-04-18 15:52:14,-25.4,-70.4833,69.04,68,5,5.73,clear sky
451,College,US,2021-04-18 15:52:14,64.8569,-147.8028,32.0,69,40,5.75,scattered clouds
452,Bilibino,RU,2021-04-18 15:52:14,68.0546,166.4372,13.15,90,66,3.0,light snow
453,Conceicao Do Araguaia,BR,2021-04-18 15:48:55,-8.2578,-49.2647,77.0,88,75,5.75,broken clouds
